query,docid,name,description,agent_1_rating,agent_2_rating,agent_3_rating,final_rating
computer fan,681574,70x15mm Replacement Ball Bearing Computer Case Fan w/ TX3 Connector,,3,3,3,3
computer fan,558751,Silent Fan 120 SI1,,3,3,3,3
computer fan,643027,80x25mm Dual Ball Bearing Computer Case Fan w/ TX3 Connector,,3,3,3,3
computer fan,693959,120x25mm Dual Ball Bearing Computer Case Fan w/ LP4 Connector,,3,3,3,3
computer fan,3432447,MegaFlow 200,,3,3,3,3
computer fan,3432453,MegaFlow 200,,3,3,3,3
computer fan,560469,StarTech.com Replacement 50mm Ball Bearing CPU Case Fan - TX3 Connector - System fan kit - 50 mm,,3,3,3,3
computer fan,1413560,FAN-0074L,,3,3,3,3
computer fan,50053,AR8207BLK,,3,3,3,3
computer fan,1747822,FAN-0086L4,,3,3,3,3
computer fan,3540371,F8 Pro - Case Fan with Vibration Absorption,,3,3,0,3
computer fan,1971842,F9 Pro - Case Fan with Vibration Absorption,,3,3,3,3
computer fan,859887,AXX6FDSCSIFAN,,3,3,3,3
computer fan,4560391,F12 Pro PWM PST - PWM PST Case Fan with Vibration Absorption,,3,3,3,3
computer fan,1129416,FAN-0044L,,3,3,3,3
computer fan,1681088,FAN-0077L4,,3,3,3,3
computer fan,79065981,ZM-RFD120A,,3,3,3,3
computer fan,2936797,F8 Pro TC - 3-Pin Temperature-controlled fan with Pro case,,3,3,3,3
computer fan,3637972,Blade Master 80mm,,3,3,1,3
computer fan,1970134,FSR2600LXFAN,,3,3,3,3
computer fan,680527,90x25mm High Air Flow Dual Ball Bearing Computer Case Fan w/ TX3,,3,3,3,3
computer fan,77388707,MasterFan MF120 Halo,,3,3,3,3
computer fan,77388715,MasterFan MF120 Halo 3in1,,3,3,3,3
computer fan,77680447,BioniX P140 (Grey) – Pressure-optimised 140 mm Gaming Fan with PWM PST,,3,3,2,3
computer fan,3540370,F9 PRO PWM PST 4-Pin PWM fan with standard case,,3,3,3,3
usb gadget,3432904,B209a,,0,0,0,0
usb hub,560498,Mini 4 Port USB 2.0 Hub,,3,3,3,3
usb hub,77816688,USB HUB Kit,,3,3,3,3
usb hub,634817,Desktop 7 Port 2.0 USB Hub with AC Adapter,,3,3,3,3
usb hub,1659382,4-Port USB 2.0 Hub Cable,,3,3,3,3
usb hub,2684109,Universal Notebook Stand,,0,0,0,0
usb hub,1129024,4 Port Compact Black USB 2.0 Hub,,3,3,3,3
usb hub,1551343,USB Hub AluGear (7 ports),,3,3,3,3
usb hub,880476,4 Ports USB 2.0 Hub,,3,3,3,3
usb hub,3656528,4-Port Smart USB Hub,,3,3,3,3
usb hub,2330243,4-Port Industrial USB 2.0 Hub with ESD Protection,,3,3,3,3
usb hub,619447,USB 2.0 Hub AluLine (7 ports),,3,3,3,3
usb hub,3932332,MHU04UF,,3,0,2,2
usb hub,1960292,7 Port Black USB 2.0 Hub,,3,3,3,3
usb hub,3658204,4-Port Mobile USB Hub,,3,3,3,3
usb hub,1263337,SmartFit™ Laptop Stand & USB Hub,,3,3,0,3
usb hub,4195379,7-Port Industrial USB 2.0 Hub with ESD & 350W Surge Protection,,3,3,3,3
usb hub,1723748,4 Port USB 2.0 Hub,,3,3,3,3
usb hub,77946416,ACH228,,3,3,3,3
usb hub,506495,Hi-Speed USB 2.0 4-Port Hub,,3,3,3,3
usb hub,2274485,7-Port USB 2.0 High-Speed Hub,,3,3,3,3
usb hub,506499,Hi-Speed USB 2.0 7-Port Hub,,3,3,3,3
usb hub,1129028,7 Port Compact Black USB 2.0 Hub,,3,3,3,3
usb hub,3695450,Pocket Hub 4 Port USB2.O,,3,3,3,3
usb hub,3898650,"USB-A 4-Port Micro Hub, 4x USB-A Ports, 480 Mbps (USB 2.0), Bus Power, Blue, Blister",,3,3,3,3
usb hub,1413490,8 Port USB to RS232 Serial DB9 Adapter Hub,,3,3,2,2
usb hub,1382096,KH888AA,,3,3,3,3
usb hub,1413526,4 Port Rack Mountable USB KVM Switch with Audio & USB 2.0 Hub,,3,3,3,3
usb hub,1261805,4 Port DVI USB KVM Switch with Audio and USB 2.0 Hub,,3,3,3,3
usb hub,3932333,"Crazy Hub USB 2.0, 4 ports retractable cable White",,3,3,1,3
usb hub,1129038,2 Port DVI USB KVM Switch with Audio and USB 2.0 Hub,,3,3,3,3
usb hub,3849598,4 Port Dual DVI USB KVM Switch with Audio & USB 2.0 Hub,,3,3,3,3
usb hub,4195386,2 Port USB HDMI KVM Switch with Audio and USB 2.0 Hub,,3,3,3,3
usb hub,3849582,2 Port Dual DVI USB KVM Switch with Audio & USB 2.0 Hub,,3,3,3,3
usb hub,2251273,2 Port Steel USB KVM Switch with Audio and USB 2.0 Hub,,3,3,3,3
usb hub,1413489,4 Port USB to RS232 Serial DB9 Adapter Hub,,3,3,2,3
usb hub,2320988,Keyspan High-Speed 4-Port USB-to-DB9-Serial Adapter Hub,,3,3,2,3
usb hub,882633,4 Port Professional VGA USB KVM Switch with Hub,,3,3,2,3
usb hub,1678428,2 Port USB DVI KVM Switch Kit with Cables USB 2.0 Hub & Audio,,3,3,3,3
usb hub,2323954,4-Port USB over Cat5 Hub with 4 Remote Ports,,3,3,3,3
usb hub,802994,S-board 840 Compact Keyboard no hub (US),,0,3,0,0
usb fan,4674069,3.5in USB 3.0 SATA Hard Drive Enclosure w/ Fan,,0,3,0,0
usb fan,799525,Black USB Powered Laptop Cooler,,1,3,1,3
usb fan,79070558,K1 Rev.A,,0,0,0,0
usb fan,78533616,"MPG GUNGNIR 110R Mid Tower Gaming Computer Case Black, USB 3.2 Gen2 Type C, 4x 120mm ARGB Fan, Mystic Light Sync, 1 to 6 ARGB Control board, 2x Tempered Glass Panels, ATX, mATX, mini-ITX",,0,0,0,0
usb fan,78364219,GA-IMB370TN,,0,0,0,0
usb fan,79325235,Z490 UD AC,,0,0,0,0
usb fan,3556299,SR1630GP,,0,0,0,0
usb fan,1233740,SR1530SH,,0,0,0,0
usb fan,3556300,SR1630HGP,,0,0,0,0
usb fan,1387993,SR1530SHNA,,0,0,0,0
usb fan,4480385,Compaq 6005 Pro Microtower PC (ENERGY STAR),,0,0,0,0
usb fan,1962799,Compaq dc5850 Microtower PC,,0,0,0,0
usb fan,4564839,Compaq 6005 Pro Small Form Factor PC (ENERGY STAR),,0,0,0,0
usb fan,1606348,Compaq dc5800 Intel Core™2 Duo Processor E8300 2G/160G DVD-ROM WVST Bus Small Form Factor PC,,0,0,0,0
usb fan,1960628,Compaq dc5800 Intel Core™2 Duo Processor E8400 2G/160G DVD+/-RW WVST Bus Microtower PC,,0,0,0,0
usb fan,1365575,Compaq dc7800p Intel Core™2 Duo Processor E6750 1G/80G DVD+/-RW  WVST Bus Ultra Slim Desktop PC,,0,0,0,0
usb fan,1730123,Compaq dc7900 Convertible Minitower PC (ENERGY STAR),,0,0,0,0
usb fan,1459091,Compaq dc7800p Intel Core™2 Duo Processor E6850 2G/160G DVD+/-RW WVST Bus Small Form Factor PC,,0,0,0,0
usb fan,2060356,rp5700 Point of Sale System,,0,0,0,0
usb fan,1277679,Compaq dc7800p Intel Core™2 Duo Processor E6750 2G/160G DVD+/-RW WVST Bus Small Form Factor PC,,0,0,0,0
usb fan,3902597,Compaq 8000 Elite Convertible Minitower PC (ENERGY STAR),,0,0,0,0
usb fan,3899559,8000,,0,0,0,0
usb fan,2159406,Compaq dc7800p Intel Core™2 Duo Processor E6850 2G/160G DVD+/-RW WVST Bus Convertible Minitower PC,,0,0,0,0
usb fan,1365857,Compaq dc7800p Intel Core™2 Duo Processor E6750 2G/250G DVD+/-RW WVST Bus Small Form Factor PC,,0,0,0,0
usb fan,3902497,8000,,0,0,0,0
usb fan,3902496,Compaq 8000 Elite Small Form Factor PC (ENERGY STAR),,0,0,0,0
usb fan,3902602,Compaq 8000 Elite Convertible Minitower PC (ENERGY STAR),,0,0,0,0
lamp,1224643,Replacement Lamp,,3,3,3,3
lamp,990496,Replacement Lamp,,3,3,0,3
lamp,53508,Lamp - ELPLP21,,3,3,3,3
lamp,111968,Lamp - ELPLP11,,3,3,3,3
lamp,111967,Lamp - ELPLP12,,3,3,3,3
lamp,111965,Lamp - ELPLP22,,3,3,3,3
lamp,361632,Lamp - ELPLP34,,3,3,3,3
lamp,30096,Lamp - ELPLP17,,3,3,3,3
lamp,1631517,Lamp - ELPLP47,,3,3,3,3
lamp,3716748,Lamp - ELPLP54,,3,3,3,3
lamp,96416,Lamp - ELPLP09,,3,3,3,3
lamp,3850463,Lamp - ELPLP53,,3,3,3,3
lamp,49476,Lamp - ELPLP23,,3,3,3,3
lamp,509032,LH01LP,,3,3,3,3
lamp,506775,LV-LP14 Lamp,,3,3,3,3
lamp,78621,Lamp Assembly LV-LP15,,3,3,3,3
lamp,3716747,Lamp - ELPLP55,,3,3,3,3
lamp,29985,Lamp - ELPLP16,,3,3,3,3
lamp,29984,Lamp - ELPLP14,,3,3,3,3
lamp,1325441,Lamp - ELPLP44,,3,3,3,3
lamp,86809,Lamp - ELPLP27,,3,3,3,3
lamp,3030643,Lamp - ELPLP50,,3,3,3,3
lamp,111969,Lamp - ELPLP08,,3,3,3,3
lamp,67580,Lamp - ELPLP10S,,3,3,3,3
lamp,30157,Lamp - ELPLP19,,3,3,3,3
lamp,97411,Lamp - ELPLP29,,3,3,3,3
lamp,122985,Lamp - ELPLP31,,3,3,3,3
lamp,3969497,Lamp - ELPLP57,,3,3,3,3
lamp,1325442,Lamp - ELPLP43,,3,3,3,3
lamp,490523,Projector Lamp,,3,3,3,3
lamp,885474,Lamp - ELPLP41,,3,3,3,3
lamp,63292,Lamp Assembly LV-LP16,,3,3,3,3
lamp,637674,Lamp Assembly LV-LP11,,3,3,3,3
lamp,1248380,Lamp Assembly LV-LP27,,3,3,3,3
lamp,3718265,NP13LP,,3,3,3,3
lamp,1248383,Lamp Assembly LV-LP25,,3,3,2,3
lamp,350131,Replacement lamp LMP-H180,,3,3,3,3
lamp,562857,LV-LP17 Replacement Lamp,,3,3,3,3
lamp,562888,LV LP03 - Projector lamp UHP for LV-7300,,3,3,0,3
lamp,680470,400 Watt pure Xenon lamp,,3,3,3,3
flashlight,888313,SFL3461 Waterproof Flashlight,,3,3,3,3
flashlight,887613,SFL3463 Waterproof Flashlight,,3,3,3,3
flashlight,888257,Flashlight SFL3363/10,,3,3,3,3
night light,77266033,49090273,,1,2,0,1
night light,77266023,48159773,,1,2,0,2
night light,77266022,48153573,,1,2,1,2
night light,77809670,Type of lamp: H3 Pack of: 1 24 V headlight bulb,,1,2,0,2
night light,77804979,Type of lamp: H7 Pack of: 1 24 V headlight bulb,,1,2,1,1
night light,77804978,Type of lamp: H4 Pack of: 1 24 V headlight bulb,,1,2,0,0
night light,77266027,48362128,,1,2,2,2
night light,4564776,EliteBook 2540p Notebook PC (ENERGY STAR),,0,0,0,0
night light,4609666,2740p,,0,0,0,0
external battery,3797119,S26391-F778-L400,,0,0,3,0
external battery,77971706,TC-28BLACK,,0,0,0,0
external battery,810275,External Battery Installation Service 7x24,,2,0,0,0
external battery,1929997,EXTERNAL BATTERY CABINET 24V for PSI-XR 1k-1.5kVA,,2,3,0,0
external battery,1929918,EXTERNAL BATTERY CABINET 48V for PSI-XR 2.2k-3kVA,,2,3,0,3
external battery,656406,SHN2500  Noise Canceling Headphone,,0,0,0,0
external battery,656408,SHN9500  Noise Canceling Headphone,,0,0,0,0
external battery,1668381,External 72V 2U Rackmount Battery Pack for select UPS Systems (BP72V15-2U),,0,3,0,3
external battery,2497671,External 24V 2U Rack/Tower Battery Pack for select UPS Systems (BP24V15RT2U),,3,3,2,3
external battery,2879955,External 48V 4U Rack/Tower Battery Pack for select UPS Systems (BP48V48RT4U),,3,3,2,3
external battery,2273712,External 24V 3U Rack/Tower Battery Pack for select UPS Systems (BP24V70-3U),,3,3,2,3
external battery,2273715,External 36V 3U Rack/Tower Battery Pack for select UPS Systems (BP36V42-3U),,3,3,2,3
external battery,297485,Smart UPS RT Cable ext f Ext BattPack,,3,3,0,0
external battery,4251518,External 72V 3U Rack/Tower Battery Pack for select UPS systems (BP72V28RT-3U),,3,3,2,3
external battery,1668405,External 240V 3U Rack/Tower Battery Pack Enclosure + DC Cabling for select UPS Systems,,3,3,0,3
external battery,2273706,External 192V 3U Rack/Tower Battery Pack for select UPS Systems (BP192V12-3U),,3,3,2,3
external battery,1240679,6910p,,0,0,0,0
external battery,1350917,6910p,,0,0,0,0
external battery,2047224,EliteBook 2730p,,0,0,0,0
external battery,1710197,2730p,,0,0,0,0
external battery,3788923,ProBook 6545b Notebook PC,,0,0,0,0
external battery,2403283,6930p,,0,0,0,0
external battery,2047195,EliteBook 8530p Notebook PC,,0,0,0,0
external battery,1983720,EliteBook 2530p Notebook PC,,0,0,0,0
external battery,1716100,2530p,,0,0,0,0
external battery,1710195,EliteBook 2530p Notebook PC,,0,0,0,0
external battery,3521171,Mini 5101,,0,0,0,0
external battery,1865389,"Compaq 2510p Intel Core™2 Duo Processor U7600 1024M/80G 12.1"" WXGA DVD+/-RW DL WVST Bus Notebook PC",,0,0,0,0
external battery,1250837,"Compaq 6710b Intel Core™2 Duo Processor T7250 1024M/120G 15.4"" WXGA DVD+/-RW DL WVST Bus Notebook PC",,0,0,0,0
external battery,1576193,"Compaq 8710p Intel Core™2 Duo Processor T8300 2048M/250G 17"" WXGA+ DVD+/-RW DL WVST Bus Notebook PC",,0,0,0,0
external battery,560348,Compaq nc6400 Business Notebook PC,,0,0,0,0
external battery,4195127,6540b,,0,0,0,0
external battery,4547381,620 Notebook PC,,0,0,0,0
external battery,3442775,8730w,,0,0,0,0
external battery,1953427,EliteBook 8730w Mobile Workstation (ENERGY STAR),,0,0,0,0
external battery,3802249,6530b,,0,0,0,0
external battery,3923954,8730w,,0,0,0,0
external battery,1993294,Compaq 6530b Notebook PC,,0,0,0,0
external battery,1654815,Compaq 6530b Notebook PC,,0,0,0,0
external battery,1893702,EliteBook 6930p Notebook PC (ENERGY STAR),,0,0,0,0
usb battery,643264,9N00.102,,1,0,0,0
usb battery,78502985,Roller Coaster,,0,0,0,0
usb battery,78503000,Roller Coaster,,0,0,0,0
usb battery,77385625,KCA-1320GREEN,,0,0,0,0
usb battery,79513810,GX-BT180,,0,0,0,0
usb battery,79513819,GX-BT180,,0,0,0,0
usb battery,3879281,Camera Battery Charger with USB Charger,,1,0,0,0
usb battery,78314303,"Portable 20,100mAh 3-Port Mobile Power Bank USB Battery Charger - Lithium-Ion, USB-IF, Black",,3,0,3,3
usb battery,2152747,PIXMA iP100 + Battery,,0,2,0,0
usb battery,1938384,SlimBlade™ Wireless Laser Mouse,,0,0,0,0
usb battery,1751593,FK521AA,,0,0,0,0
usb battery,1794466,40gs,,0,0,0,0
usb battery,77192161,AW610M,,0,0,0,0
usb battery,77192162,AW610M,,0,0,0,0
usb battery,2274097,"OmniSmart 120V 1000VA 700W Line-Interactive UPS, Tower, Built-In Isolation Transformer, USB port",,0,0,0,0
usb battery,4148063,Wireless notebook mouse SPM6800/10,,0,0,0,0
usb battery,77500501,FreeBuds 3 Red Edition,,0,0,0,0
usb battery,79513901,PS-940,,0,0,0,0
usb battery,3944571,MK710,,0,0,0,0
usb battery,3281,Back-UPS,,0,0,0,0
usb battery,3280,Back-UPS,,0,0,0,0
usb battery,3943888,MK710,,0,0,0,0
usb battery,3941870,MK710,,0,0,0,0
usb battery,77573513,MS5120W,,0,0,0,0
usb battery,77631910,MS5120W,,0,0,0,0
usb battery,77679919,MS3320W,,0,0,0,0
usb battery,2096357,NU566AA,,0,0,0,0
usb battery,101841,DMVC300K/00,,0,0,0,0
usb battery,1749095,2.4GHz Wireless Keyboard and Mouse,,0,0,0,0
usb battery,37981,Smart-UPS,,0,1,0,0
usb battery,77190520,PPX320/INT,,0,0,0,0
usb battery,77699539,ERGO K860,,0,0,0,0
usb battery,37156,Smart-UPS,,0,0,0,0
usb battery,2274405,"SmartOnline 120V 3kVA 2.4kW On-Line Double-Conversion UPS, Extended Runtime, Oversized Batteries, SNMP, Webcard, 3U Rack/Tower, USB, DB9 Serial",,3,0,0,0
usb battery,1380563,7FF2M4/00,,0,0,0,0
usb battery,123294,Back-UPS,,0,0,0,0
usb battery,3695698,Back-UPS Pro,,0,0,0,0
usb battery,598159,"7FF1CWO 7"" PhotoFrame",,0,0,0,0
usb battery,4066911,EasyTrack 3100 - Wireless Mini Trackball Keyboard,,0,0,0,0
usb battery,3788923,ProBook 6545b Notebook PC,,0,0,0,0
batteries,3915696,Camera Battery - replaces Nikon EN-EL12 Battery,,3,2,3,3
batteries,3915693,Camera Battery - replaces Panasonic CGA-S007 Battery,,3,3,3,3
batteries,3915697,Camera Battery - replaces Canon NB-7L Battery,,3,2,3,3
batteries,4478236,Camera Battery - replaces Kodak KLIC-7001 Battery,,3,3,3,3
batteries,136833,LR44,,3,3,3,3
batteries,4152634,hair clipper QC5130/15,,0,0,0,0
batteries,345130,Stamina Plus Alkaline batteries 3LR12B1A,,3,3,3,3
batteries,1691482,Li-Ion 1250mAh,,3,3,3,3
batteries,483714,Li-Ion 2880mAh,,3,3,3,3
batteries,1313042,FB037AA,,3,3,3,3
batteries,849990,Li-Ion 1100mAh,,3,3,3,3
batteries,483713,Li-Ion 1440mAh,,3,3,3,3
batteries,542124,FA828AA,,3,3,3,3
batteries,44057,h1900,,3,3,3,3
batteries,635059,Li-Ion 1700mAh,,3,3,3,3
batteries,3798393,BST-38,,3,3,3,3
batteries,701048,MX2500,,3,3,3,3
batteries,483715,FA832AA,,3,3,3,3
batteries,1709653,FA924AA,,3,3,3,3
batteries,1312261,FB036AA,,3,3,1,3
batteries,1231838,Li-Ion 1590mAh,,3,2,3,3
batteries,1691484,FB156AA,,3,3,3,3
batteries,483712,FA833AA,,3,3,3,3
batteries,78654723,750,,0,0,0,0
batteries,319702,DA312,,3,2,3,3
batteries,2149227,Zinc Air Batteries p675,,3,3,3,3
batteries,77118766,HC450,,0,0,0,0
batteries,780160,Battery Management,,1,2,3,3
batteries,595530,Battery Management,,1,3,2,0
batteries,4560851,V386,,3,3,3,3
batteries,3915694,Camera Battery,,3,3,3,3
batteries,4141495,AN06,,3,3,2,3
batteries,78273600,"Beard Trimmer BT7220 Men Trimmer & Hair Clipper, 39 Length Settings, Black/Grey Metal",,0,0,3,0
batteries,32975,CB-2LSE,,3,3,3,3
batteries,636485,Battery Cartridge,,1,2,3,3
batteries,1287745,Battery CR2430/00B,,3,3,3,3
batteries,778556,C Alkaline Batteries,,3,3,3,3
batteries,483781,FA831AA,,1,0,0,0
batteries,3957628,ThinkPad Battery 17+,,3,3,3,3
batteries,1972112,OfficeCalc 200,,0,0,0,0
aa,778555,AA Alkaline Batteries,,3,3,3,3
aa,2149157,Superlife AA,,3,3,3,3
aa,3426898,AA Premium Rechargeable Batteries,,3,3,3,3
aa,621256,Extension USB 2.0 AA 3m BLACK,,3,0,0,3
aa,887509,Rechargeable battery R6B2A270/10,,3,3,3,3
aa,2196500,HR6 AA 4-pack,,3,3,3,3
aa,388565,High Energy AA,,3,3,3,3
aa,3538940,BCG34HS2E,,3,3,3,3
aa,3961630,Rechargeable battery R6B4RTU20/10,,3,3,3,3
aa,3842027,High Energy AA 20-pack,,3,3,3,3
aa,3841899,High Energy AA 10-pack,,3,3,3,3
aa,617741,Extension USB2.0 AA 5m(Active),,3,0,0,3
aa,3802066,Plus AA 4 + 4 Pack,,3,3,3,3
aa,3988393,PM-4004 Pepper and salt mill,,3,3,3,3
aa,1763481,Max Tech AA,,3,3,3,3
aa,3711478,5200,,3,3,3,3
aa,4195507,TR-2587 Nose and ear trimmer,,3,3,0,0
aa,77943846,OMG Doll Lights Series- AA- Angles,,3,0,0,0
aa,3948624,Stay Charged AA (4pcs),,3,3,3,3
aa,834090,CPM-E4,,3,3,0,3
aa,620309,Extension USB 2.0 AA 1.8 m,,3,3,0,3
aa,617960,Extension USB 2.0 AA 3 m,,3,3,2,3
aa,617346,Extension USB 2.0 AA 5 m,,3,3,2,3
aa,77191125,OMG Core Doll Season 2- AA- Independent Queen,,3,3,0,1
aa,2103629,Battery FR6LB4A/10,,3,3,3,3
aa,1311589,LT-100T + Tape,,3,3,0,3
aa,3802078,Ultra Batteries AA 4 + 4 Extra Free,,3,3,3,3
aa,860017,LT-100T + Tape,,3,3,0,1
aa,866476,Compact Charger + 2 X AA 2 000 mAh,,3,3,3,3
aa,77674244,TNH-6AC 4BP,,3,3,3,3
aa,3584047,90 W auto power adapter,,0,3,3,0
aa,77116247,OMG Styling Head- AA- Royal Bee,,0,3,0,0
aa,3711476,5200 Kit,,3,3,0,1
aa,4000503,5200 Kit,,3,0,3,1
aa,77636551,MS5320W,,0,0,0,0
aa,480649,Ci65M Wireless Optical Mouse,,0,0,0,0
aa,777309,Battery R6B4A210/10,,3,3,3,3
aa,1979174,waterproof nose trimmer NT9110/30,,0,0,0,0
aa,3777020,Pocket Memo Classic 388,,0,0,0,0
aa,777314,Battery R6B2A260/10,,3,3,3,3
aaa,778554,AAA Alkaline Batteries,,3,3,3,3
aaa,119705,AAA Plus,,3,3,3,3
aaa,3426897,AAA Premium Rechargeable Batteries,,3,3,3,3
aaa,3803072,AAA (4pcs),,3,3,3,3
aaa,3803073,Recharge Plus AAA,,3,3,3,3
aaa,1941848,High Energy AAA,,3,3,3,3
aaa,3956764,StayCharged AAA (4pcs),,3,3,3,3
aaa,1763482,Max Tech AAA - 4 pack,,3,3,3,3
aaa,68066,2 X AAA LR03 800MAH,,3,3,3,3
aaa,3842043,High Energy AAA 10-pack,,3,3,3,3
aaa,887577,Battery R03-P4/01B,,3,3,3,3
aaa,715179,Power Accu AAA 800 mAh,,3,3,3,3
aaa,3802067,Plus AAA - Pack of 4 Plus 4 FREE,,3,3,3,3
aaa,3536870,R400,,0,0,0,0
aaa,886874,VOIP4331B  Messenger Phone,,0,0,0,0
aaa,887602,Battery R03B4A100/10,,3,3,3,3
aaa,799049,Wireless Notebook Keypad/Calculator and Mouse Set,,0,0,0,0
aaa,3551735,SRP3004,,0,0,0,0
aaa,2103391,Battery FR03LB4A/10,,3,3,3,3
aaa,884232,VOIP4332B  Messenger Phone,,3,0,0,0
aaa,4151320,MPT3000,,0,0,0,0
aaa,77118133,MPT1000,,0,0,0,0
aaa,3417868,Wireless Presenter Laser Pointer - Si600,,0,0,0,0
aaa,77774064,829370,,0,0,0,0
aaa,77499011,"Titours, champion de course",,0,0,0,0
aaa,79040050,La caserne de Tut Tut Land,,0,0,0,0
aaa,3551734,Universal remote control SRP1001/10,,0,0,0,0
aaa,79040051,Train DJ Déraille,,0,0,0,0
aaa,884303,Internet/ DECT phone VOIP8411B/05,,0,0,0,0
aaa,77311706,K580,,0,0,0,0
aaa,1363908,R03NUB4A,,1,3,3,3
aaa,77126227,SleepWell for babies,,0,0,0,0
aaa,77126516,Cheeky Annabell,,0,0,0,0
aaa,3521018,SBA1600  Portable Speaker System,,0,0,0,0
aaa,4076675,R400,,0,0,0,0
aaa,1979233,FG 1100 SilkFinish,,0,0,0,0
aaa,3954020,SHD8600/10,,0,0,0,0
aaa,4080453,FX-9750GII,,0,0,3,0
aaa,77699539,ERGO K860,,0,0,0,0
aaa,77938767,BC12B,,0,0,0,0
aa battery,778555,AA Alkaline Batteries,,3,3,3,3
aa battery,2149157,Superlife AA,,3,3,3,3
aa battery,3426898,AA Premium Rechargeable Batteries,,3,3,3,3
aa battery,887509,Rechargeable battery R6B2A270/10,,3,3,3,3
aa battery,388565,High Energy AA,,3,3,3,3
aa battery,3538940,BCG34HS2E,,3,3,0,3
aa battery,3842027,High Energy AA 20-pack,,3,3,3,3
aa battery,3841899,High Energy AA 10-pack,,3,3,3,3
aa battery,3961630,Rechargeable battery R6B4RTU20/10,,3,3,3,3
aa battery,2196500,HR6 AA 4-pack,,3,3,3,3
aa battery,1763481,Max Tech AA,,3,3,3,3
aa battery,3802078,Ultra Batteries AA 4 + 4 Extra Free,,3,3,3,3
aa battery,4195507,TR-2587 Nose and ear trimmer,,3,3,0,0
aa battery,2103629,Battery FR6LB4A/10,,3,3,3,3
aa battery,3948624,Stay Charged AA (4pcs),,3,3,3,3
aa battery,77674244,TNH-6AC 4BP,,3,3,3,3
aa battery,3802066,Plus AA 4 + 4 Pack,,3,3,3,3
aa battery,834090,CPM-E4,,3,3,0,1
aa battery,777309,Battery R6B4A210/10,,3,3,3,3
aa battery,777314,Battery R6B2A260/10,,3,3,3,3
aa battery,1361208,SUM3NUB4A,,3,3,3,3
aa battery,1973307,fx-82MS,,0,0,0,0
aa battery,77971816,DMP-340,,0,0,0,0
aa battery,77938791,BC02XB,,0,0,0,0
aa battery,454186,NHAAB2E,,3,3,3,3
aa battery,359562,NHAAB4E,,3,3,3,3
aa battery,77636551,MS5320W,,0,0,0,0
aa battery,1377612,GK859AA,,0,0,0,0
aa battery,834089,CP-E4,,1,0,0,0
aa battery,1596737,PrintCalc 100,,0,0,0,0
aa battery,78801931,Lorcan Ergo,,0,0,0,0
aa battery,1751593,FK521AA,,0,0,0,0
aa battery,77385625,KCA-1320GREEN,,0,0,0,0
aa battery,78273582,"Series 3 300 Electric Shaver, Razor for Men, Black/Volt Green",,0,0,0,0
aa battery,78273593,"10-in-1 Trimmer MGK7221 Men Beard Trimmer, Body Grooming Kit & Hair Clipper, Dark Grey",,0,0,0,0
aa battery,4148063,Wireless notebook mouse SPM6800/10,,0,0,0,0
aa battery,1724642,GM322AA,,0,0,0,0
aa battery,77679917,MS3320W,,0,0,0,0
aa battery,78827894,MS5120W,,0,0,0,0
aa battery,77573513,MS5120W,,0,0,0,0
d battery,778557,D Alkaline Batteries,,3,3,3,3
d battery,388777,High Energy D,,3,3,3,3
d battery,78535599,Alcaline Plus D,,3,3,3,3
d battery,3434202,Rechargeable Power Accu D,,3,3,3,3
d battery,1362903,SUM1NUB2A,,3,3,3,3
d battery,447603,Battery LR20-P2/12B,,3,3,3,3
d battery,1231346,NP-FD1,,3,3,3,3
d battery,315651,Portable Radio AE2160/00C,,0,0,0,0
d battery,79552511,VersaType,,0,0,0,0
d battery,77809730,DWR-933,,0,0,0,0
d battery,690817,MCD288  DVD Micro Theater,,0,0,0,0
d battery,1794464,50g,,0,0,0,0
rechargeable batteries,454186,NHAAB2E,,3,3,3,3
rechargeable batteries,344084,CR2016B1A,,3,2,0,0
rechargeable batteries,3538940,BCG34HS2E,,3,3,3,3
rechargeable batteries,3426898,AA Premium Rechargeable Batteries,,3,3,3,3
rechargeable batteries,3434202,Rechargeable Power Accu D,,3,3,3,3
rechargeable batteries,3426897,AAA Premium Rechargeable Batteries,,3,3,3,3
rechargeable batteries,68066,2 X AAA LR03 800MAH,,3,3,3,3
rechargeable batteries,359562,NHAAB4E,,3,3,3,3
rechargeable batteries,887509,Rechargeable battery R6B2A270/10,,3,3,1,3
rechargeable batteries,726991,CR1616B1A,,1,1,0,0
rechargeable batteries,77674244,TNH-6AC 4BP,,3,3,3,3
rechargeable batteries,715179,Power Accu AAA 800 mAh,,3,3,3,3
rechargeable batteries,3956764,StayCharged AAA (4pcs),,3,3,3,3
rechargeable batteries,3948624,Stay Charged AA (4pcs),,3,3,3,3
rechargeable batteries,3961630,Rechargeable battery R6B4RTU20/10,,3,3,3,3
rechargeable batteries,489668,Battery 9VB1A17/10,,3,3,3,3
rechargeable batteries,2196500,HR6 AA 4-pack,,3,3,3,3
rechargeable batteries,777309,Battery R6B4A210/10,,3,3,3,3
rechargeable batteries,779929,Battery R03B2A80/10,,3,3,3,3
rechargeable batteries,777313,Battery R03B4A70/10,,3,3,3,3
rechargeable batteries,777314,Battery R6B2A260/10,,3,3,3,3
rechargeable batteries,3803073,Recharge Plus AAA,,3,3,3,3
rechargeable batteries,887602,Battery R03B4A100/10,,3,3,3,3
